Date nuforc,Time norc,City2,county norc,occupation,Summary
18/1/2024,18:10,,,,Green orbs
14/1/2024,18:10,,,,A line of flashing orbs and the bottom one seems to move left and right
13/1/2024,16:50,Glasgow,Lanarkshire,,"From one to 7 flare like fireballs coming in and out of brightness and following the same path, like ww2 foo fighters"
3/1/2024,01:00,Allerton,,,"Camping in Allerton I encountered one big light, followed by 2 smaller ice blue and white lights"
1/1/2024,19:10,Buxton,Derbyshire,,Triangle shaped aircraft 3 white lights 1 red light. Absolutely silent. Too big and quiet to be a drone. Absolutely exhilarating sight.
25/12/2023,23:50,Port Talbot,Wales,,Was circling up and down never ever seen this before bright white
20/12/2023,20:00,Cupar,Fife,,Light that would change directions and accelerate rapidly
17/12/2023,19:05,Alton,Hampshire,,Light in sky moving erraticly
15/12/2023,22:15,Loughborough,Leicestershire,,Spotted from back garden looking south west
13/12/2023,18:20,Alfreton,Derbyshire,,Lights appearing and disappearing
11/12/2023,18:30,Chester,Cheshire,,I saw what looked like a star moving across the sky but it was flashing as it moved then it disappeared. It was pulsating.
11/12/2023,05:00,Fareham,Hampshire,,Saw something moving in the sky
1/12/2023,07:13,KingfisherClose,,,flashing object moving erratically/hovering in the sky
30/11/2023,17:26,Chorlton-cum-Hardy,,,Cross shaped orb formation one leader orb very bright brighter than a star
25/11/2023,17:40,Worcester,Worcestershire,,After seeing strange light in sky took these pics.
25/11/2023,17:40,Worcester,Worcestershire,,Short version saw some strange lights in sky took some pics this is the result.
24/11/2023,21:33,Outwell,,,"Red light clusters appeared out of cloud above Outwell, Wisbech"
23/11/2023,21:30,Rodley,,,Black Triangular Flying Object with red /white lights moving slowly and heading north
22/11/2023,21:30,London,Greater London,,"Glowing and no sound, very bright."
16/11/2023,21:30,London,Greater London,,"2 dark oval craft flying silently at low altitude, constant speed and heading in formation east to west"
11/11/2023,17:27,Wallasey,Merseyside,,"Saw it as I was heading home,it felt like something was digging around my head but I got a photo"
29/10/2023,05:30,Cowes,,,"Large, quiet, triangular craft flew over 2 witnesses at 05:30 on Sunday morning, off the central southern coast of England"
24/10/2023,20:00,Stanion,,,Just out for a walk and looked up at first I thought it was the stars then realised there were lots of them in a row.
22/10/2023,22:31,Poolewe,,,Me and my cousin were on a walk when we both noticed a very bright light then lots of little ones the big light kept changing sizes
22/10/2023,00:00,London,Greater London,,"I saw multiple strange lights shining, rotating almost as if from a cylindrical object above the clouds."
21/10/2023,22:25,Bromley,Kent,,Strange orbs of light moving horizontally and passing each other in a contained area
21/10/2023,21:30,,,,"Stargazing, 3 orbs appeared and were playing with an X formation, circling and shooting off and back"
21/10/2023,14:07,London,Greater London,,Basically I was out with a friend and my camera and we saw this white orb high in the sky.
20/10/2023,18:21,Brentford,Middlesex,,Two spherical shapes attached and rotating
14/10/2023,22:30,Crackington,,,"These lights were not a long spacex train of debris but they moved upto one another. Silent, high up."
14/10/2023,19:17,Farington,,,Orange light in the sky
14/10/2023,14:55,London,Greater London,,"A flying object dart in and out of clouds, hovering and going in and out of the atmosphere"
10/10/2023,11:00,BOURNEMOUTH,Dorset,,Doughnut shape basketball size slow flying
6/10/2023,05:10,Worthing,West Sussex,,Alien like figures in my flat
4/10/2023,19:00,NearFareham,,,"Sky clear, weather good vision good"
3/10/2023,21:40,London,Greater London,,I saw a diamond-shaped UFO near Greenwich Park.
29/9/2023,19:47,Harden,,,Saw it. Took a picture
26/9/2023,00:30,Milton Keynes,Buckinghamshire,,3 bright orbs observed for 8 -10 minutes
25/9/2023,21:45,Eaglesham,,,"A bright big white/ yellow moon like craft hovering in the sky. When spotted me started moving towards me, i had to run."
25/9/2023,20:50,Lowestoft,Suffolk,,2 dark orange or orange red lights moving behind the tree close to my garden from right to left.
22/9/2023,22:45,Cardiff,Glamorgan,,Bouncing big orbs
22/9/2023,20:10,London,Greater London,,Pulsating orbs moving around in the air
21/9/2023,10:07,StainesonThames,,,Aicraft froze for 2hrs in Sky with strange lights and Contrails surrounding and bright sphere in closeby tree linked to contrail
19/9/2023,20:05,Longdon,,,"Enigmatic luminary zigzags across the night sky, descends and ascends to 20ft off the ground and back into the stars ."
18/9/2023,16:28,Blandford Forum,Dorset,,Spotted metallic looking object moving slowly eastwards at or above cloud height. Wind was from the other direction so under own propul
14/9/2023,20:47,BrightonandHove,,,Object appeared different when filming it.
14/9/2023,20:07,Falkirk,Stirlingshire,,"Still bright light, stayed still for a while, started to flash and move in odd ways"
11/9/2023,05:20,Glasgow,Lanarkshire,,"Large rectangle with red and green flashing lights and slight haze, created very loud bass drone followed by quieter drone"
10/9/2023,21:00,Leominster,Herefordshire,,Star moving unnaturally rotated disappears. Came back ten mins later like it was harnessing the electrical storm
9/9/2023,19:45,Hull,East Yorkshire,,Craft charging over Hull city centre
5/9/2023,20:00,Stonesfield,,,Bright orb that shot down and disappeared
4/9/2023,21:46,Benfleet,,,We saw flashing lights moving fast in different directions.
4/9/2023,19:30,Llanelli,Dyfed,,"Morphing metallic object, stationary for a while before transforming into a sphere shaped object, flying off suddenly in a blink"
4/9/2023,09:28,Ashington,Northumberland,,"Tick tac shape moving fast for a boat, no water trail from propeller."
2/9/2023,20:49,Liverpool,Merseyside,,Unnatural object with 3 bright lights flying extremely fast
30/8/2023,15:28,Iamintheforest,,,"2 cigar shaped ufos were flying past each other, there were no wings and it was completely white."
29/8/2023,21:50,Leeds,West Yorkshire,,"I have first seen one object moving slowly, then a second one, and then a bright, white blinking light"
28/8/2023,16:19,Amble,,,Dark circle on horizon above sea moving up and down above the horizon.
25/8/2023,22:25,Enfield,Middlesex,,UFO flying
23/8/2023,23:30,Bigbury-on-sea,,,Cigar shaped green light moving slowly through the sky
23/8/2023,14:30,Hemlington,,,"Witnessed a metallic, shiny sphere, alternating between moving slowly and erratically in a small area of sky and hovering motionless"
23/8/2023,12:00,Nelson,Lancashire,,Hovering above the field
22/8/2023,23:10,Derby,Derbyshire,,"Semi transparent blue rectangle, speckled blue, moving fast, 2 miles above, disappeared above our heads after moving 10 miles roughly."
22/8/2023,20:15,Abergavenny,Monmouthshire,,Large metallic craft stationary with long grey windows across the center
20/8/2023,23:20,Llanelli,Dyfed,,"Definitely not a plane, drone, satellite, helicopter. Very tangible and unexplainable. Visible to the naked eye. Recorded on video"
20/8/2023,15:55,Rayleigh,Essex,,Black spherical object
19/8/2023,22:00,Whitstable,Kent,,Large oval-shaped craft with strong rays of blue light coming off the top and a bright line through the middle.
19/8/2023,21:50,Narborough,Leicestershire,,5 red dots flying slowly in the sky
19/8/2023,16:30,Nottingham,Nottinghamshire,,A large blob of light with a bright white centre and an oval Corona in blue around it. seen.
17/8/2023,22:30,Shoreham-by-Sea,West Sussex,,2 orbs doing low pass over beach
16/8/2023,22:30,Stevenage,Hertfordshire,,The object appeared to have 3 lights at one point and then seemed to change to one light.
16/8/2023,17:00,Nottingham,Nottinghamshire,,"Spinning circle hovered for about half hour, then disappeared, have a few short videos."
16/8/2023,03:15,London,Greater London,,Possible abduction or sighting
15/8/2023,14:59,Glastonbury,Somerset,,Taken photo of view from Tor and seen this object in photo - no object seen by eye
15/8/2023,02:00,Crewe,Cheshire,,This is a serious report. What i saw was not believable. Whatever it was is beyond massive.
11/8/2023,01:17,Worthing,West Sussex,,1 craft on one night and another on the next night same place.
10/8/2023,05:48,GardenCity,,,"Looking up at the birds on my usual route dog walking,it was just there in the sky very bright and moving unexplainable.calm weather"
8/8/2023,23:15,Abergele,Clwyd,,Three triangles in formation moving fast and silent.
8/8/2023,21:24,Glasgow,Lanarkshire,,Strange light
6/8/2023,21:51,Milton Keynes,Buckinghamshire,,Bright disks In sky
6/8/2023,18:00,Norwich,Norfolk,,"Seen stationary, above trees, then flew north at great speed."
5/8/2023,23:10,Stockton-on-Tees,Cleveland,,"The stars formed together, they then transformed into a some sort of space craft. The noose was what you hear on any alien film."
5/8/2023,21:30,Crediton,Devon,,2 Orbs hovering
4/8/2023,03:30,Newry,,,Light observed sitting beside Saturn
3/8/2023,02:00,WestMidlands,,,Large U.f.o
1/8/2023,23:00,Hamble-le-Rice,,,"Nightly UAPs since AUG 2023 in Hamble (50.86°N, 1.32°W) & Swansea (51.62°N, 3.94°W): stars, zips, voids, triangles. Tested contact."
1/8/2023,22:50,Surrey,,,"Green/red light flying high, erratically and very fast stopping occasionally for about one minute"
1/8/2023,07:27,London,Greater London,,"I saw a being with many eyes hover and flit away, it was gold in colour with many eyes."
30/7/2023,09:30,Dartford,Kent,,I'm 85 years old unable to enter date last night letting dog our saw fast flashing blue light was stationary for about 1 min then off.
29/7/2023,02:30,Mallusk,,,A very bright light which moved closer. On the top of this light was a triangle reflection that appeared to be on top of the light.
29/7/2023,00:20,Worksop,Nottinghamshire,,Flying saucer with red lights.
24/7/2023,20:54,St Neots,Cambridgeshire,,A bizarre flying shape
17/7/2023,01:15,Elvanfoot,,,"Bright white thing above the horizon, it was morphing into different shapes while flashing very bright white & two red lights (fixed)"
15/7/2023,15:59,Ilford,Essex,,"I had already tried a UFO sighting before, on closer examination saw about UFO in the picture, may have been the same one, t"
15/7/2023,15:57,London,Greater London,,"UFO(disk, black)near commercial plane, glowing light around it, maybe following plane, then disappeared."
15/7/2023,01:02,preston,Lancashire,,Unknown
14/7/2023,20:30,Bickley,,,I was turning left and see a spinning cylinder right in front of us
12/7/2023,21:20,London,Greater London,,A large glowing white ball or an orb appeared to float across my garden as I was entering my house through a back door.
12/7/2023,12:08,London,Greater London,,Cigar or disk hiding in clouds
11/7/2023,01:30,winsfordcheshireuk,,,bright circle orb light light high in the sky moving slowly i took photos
11/7/2023,01:30,WinsfordCheshire,,,Bright circle orb light light high in the sky moving slowly I took photos
9/7/2023,14:45,Silverstone,,,Metallic Orb
7/7/2023,12:19,BamberBridge,,,"Looked like a aeroplane, but extreme bright with no other lights only white"
2/7/2023,01:26,Ashford,Middlesex,,Flashing light changing direction
28/6/2023,22:00,Chepstow,Gwent,,"Large stationary bright white glowing orb, twice the size of the moon which was also in view. Disappeared in an instant."
26/6/2023,14:00,Camberley,Surrey,,Silver sphere in close proximity to an A380
26/6/2023,00:00,Porthmadog,Gwynedd,,"A sphere floating just above the ground, invisible in the dark but reflecting/emitting an infrared signal."
25/6/2023,12:32,London,Greater London,,Dark-centred flying object with 3 or more rotating lights attached to its perimeter moving at a constant velocity
24/6/2023,21:20,Margate,Kent,,"Heard noise, looked to see craft flying overhead. Then came back towards me. dropped in height, looked at me it seemed and left"
21/6/2023,23:01,Bromley,Kent,,Outside of my window there was a really bright light that looked like a star but it was much more bright started moving and flashing
20/6/2023,14:40,,,,"Three stationary white (cloud-texture and colored) points in the form of a triangle. followed by a fourth single to the SW, same height"
20/6/2023,12:38,Holsworthy,Devon,,First we saw a beam of light low down then a blue pulsing beam in the sky.
19/6/2023,01:05,Southampton,Hampshire,,"Bright white disc flying very low altitude moving East to West was not a shooting star, plane or satellite."
17/6/2023,03:36,Leominster,Herefordshire,,Diamond shaped object hovered then zoomed across the sky
