Date and Time Reported,Date nuforc,Time norc,City,City2,county norc,occupation,Summary
07/20/2020 22:00,20/7/2020,22:00,Birmingham (UK/Wales),Birmingham ,#N/A,,Bus sized craft moving overhead at about 20 miles an hour. Silent with rear facing triple powerful lights still in view 20 min
07/15/2020 20:00,15/7/2020,20:00,Bury st Ed munds (UK/England),Bury st Ed munds ,#N/A,,There’s no way these three craft were made by man.
07/13/2020 01:40,13/7/2020,01:40,Swindon (Wiltshire)(UK/England),Swindon ,#N/A,,"Bright light deploys some sort of Drone and disappears in mili-seconds, have recording of event"
07/01/2020 03:00,1/7/2020,03:00,London (UK/England),London ,#N/A,,"On July 1st 2020 i saw six, white pinpoint lights moving from west to east over east london. ((Starlink satellites?))"
06/23/2020 02:45,23/6/2020,02:45,Tilbury (UK/England),Tilbury ,#N/A,,The neighbour has a dogs both German Shepard's were howling as this happened and then they started to bark.
06/22/2020 01:27,22/6/2020,01:27,Bedford (UK/England),Bedford ,#N/A,,((HOAX??)) Alien invasion possibility
06/21/2020 18:20,21/6/2020,18:20,Dymchurch,Dymchurch,#N/A,,Orb seen in sky
06/02/2020 02:53,2/6/2020,02:53,"Brampton Bierlow, rotherham",Brampton Bierlow,#N/A,,"It was like a orange fire ball, with white things kept coming out and going back in. Also the photos show an alien face looking over tr"
05/30/2020 20:40,30/5/2020,20:40,New Brighton (UK/England),New Brighton ,#N/A,,Was outside attempting to see dragon space-x flyby.and noticed a black spherical object flying westwards.roughly 15000ft in altitude .o
05/30/2020 20:40,30/5/2020,20:40,Liverpool (UK/England),Liverpool ,#N/A,,"Bright object changing shape, stationary + moving , rocket motor firings visible. Clear sunny evening."
05/30/2020 20:20,30/5/2020,20:20,Glasgow (UK/Scotland),Glasgow ,#N/A,,"Was looking out for space x falcon flying past. 15 minutes after launch,but what I saw was an sphere shape object travelling from East"
05/29/2020 23:45,29/5/2020,23:45,London (UK/England),London ,#N/A,,3 Lights linear formation close together moving over and away with sharp vertical incline appeared and then a few seconds disappeared
05/28/2020 23:03,28/5/2020,23:03,Wembley,Wembley,Middlesex,,"Yellow light seen in the direction of Venus, moving right slowly across the sky before disappearing, reappeared consecutive night"
05/28/2020 01:03,28/5/2020,01:03,London,London,Greater London,,Streak of light with irregular bounce caught on security camera with audible clack
05/24/2020 11:00,24/5/2020,11:00,Wednesbury Westmidlands uk,Wednesbury Westmidlands uk,#N/A,,Triangle type shape with colours type of lights red amber and bright white and green lights emitted from craft turned red before moving
05/21/2020 15:39,21/5/2020,15:39,Bury,Bury,Lancashire,,White lights that were blinking and started moving in multiple directions before flying away.
05/18/2020 13:54,18/5/2020,13:54,Chislehurst (UK/England),Chislehurst ,#N/A,,"I was hoping to photo birds of prey ,but I noticed a thin grey pencil line in a clear sky ,so I took two photos on my phone ,when I loo"
05/16/2020 22:03,16/5/2020,22:03,Ipswich (UK/England),Ipswich ,#N/A,,UK sighting. Pulsating/ exploding orb which changes speed and direction
05/15/2020 00:00,15/5/2020,00:00,York,York,North Yorkshire,,"Five dull lights flying through the clouds at speed,rigid v formation which made me believe it was lights from one vehicle untill a cou"
05/11/2020 00:00,11/5/2020,00:00,Ipswich,Ipswich,Suffolk,,"High speed bullet shaped object with one bright light, which stopped and shot off horizontally."
04/22/2020 22:56,22/4/2020,22:56,London,London,Greater London,,This object appeared over two evenings and was clear to the naked eye and I wanted to record what it was and captured some images
04/19/2020 22:10,19/4/2020,22:10,Darlington (UK/England),Darlington ,#N/A,,Line of lights in the sky. ((Starlink satellites))
04/19/2020 21:40,19/4/2020,21:40,Leicester (UK/England),Leicester ,#N/A,,Looked out of bedroom window before turning in to bed and noticed 2 white stars close together but moving. ((Starlink satellites))
04/19/2020 20:00,19/4/2020,20:00,Weymouth (UK/England),Weymouth ,#N/A,,Long line of star shaped objects in equal distance travelling across the sky from Se to Ne. ((Starlink satellites))
04/19/2020 10:15,19/4/2020,10:15,Colchester,Colchester,Essex,,"Silver tear drop shape, approx 1000ft up, either static or matching speed of moving traffic then shot off in split second. Instantly."
04/08/2020 22:00,8/4/2020,22:00,Newcastle upon Tyne,Newcastle upon Tyne,Tyne & Wear,,"Silver/grey seemed to be slightly illuminated. It moved quickly but not in a streat line, sort of side to side then disappeard in to th"
03/29/2020 20:40,29/3/2020,20:40,Bristol (UK/England),Bristol ,#N/A,,"Bright light first attracted us, followed by white dots in formation equally spaced apart. ((""Spacelink"" satellites??))"
03/16/2020 19:35,16/3/2020,19:35,Milton Keynes (UK/England),Milton Keynes ,#N/A,,"Trail of lights over Milton Keynes. ((""Starlink"" satellites??))"
03/15/2020 23:20,15/3/2020,23:20,"Colemore (Village of), Hampshire (UK/England)",Colemore ,#N/A,,long line of very mysterious looking lights seen on the ground in isolated farmland/countryside in rural location late at night
03/12/2020 04:45,12/3/2020,04:45,Bexhill-On-Sea (UK/England),Bexhill-On-Sea ,#N/A,,Loads of stars going across the night sky. ((Starlink satellites))
03/08/2020 05:00,8/3/2020,05:00,London (UK/England),London ,#N/A,,"Seen moving 'stars' all moving in the same direction, similar speed, same path across the sky. ((Spacelink satellites))"
02/26/2020 05:12,26/2/2020,05:12,London (UK/England),London ,#N/A,,Triangle shape partially cloaked or invisible craft with three large domed circular lights underneath
02/12/2020 06:03,12/2/2020,06:03,Telford (UK/England),Telford ,#N/A,,"In total in one straight line with the same distance between them. ((""Starlink"" satellites??))"
02/04/2020 05:30,4/2/2020,05:30,London (UK/England),London ,#N/A,,Line of white lights.
01/25/2020 18:12,25/1/2020,18:12,Belfast (near)(Northern Ireland),Belfast ,#N/A,,Very bright green and red lights.
01/21/2020 08:45,21/1/2020,08:45,Peterhead (UK/Scotland),Peterhead ,#N/A,,UFO over North Sea Punched Hole in Blue Sky.
01/11/2020 23:00,11/1/2020,23:00,Dingwall,Dingwall,Ross-shire,,Orange ball of light.
01/10/2020 07:45,10/1/2020,07:45,Bude (UK/England),Bude ,#N/A,,"Large black craft hiding within thick, dark clouds"
01/10/2020 06:50,10/1/2020,06:50,Bridgend (UK/Wales),Bridgend ,#N/A,,"It was around 06:50 and as I carry out my morning routine, I went out the back garden to have a cigarette when the object caught my eye"
12/31/2019 18:15,31/12/2019,18:15,Kingston upon Hull (UK/England),Kingston upon Hull ,#N/A,,"There were 100 plus of them all in a perfect straight line. ((""Starlink"" satellites??))"
12/30/2019 21:50,30/12/2019,21:50,"Chew Stoke, Bristol (UK/England)",Chew Stoke,#N/A,,Star like light in sky changing directions and speeds frequently
12/29/2019 18:30,29/12/2019,18:30,Longwick (UK/England),Longwick ,#N/A,,"Just very strange just keaped coming didn’t think they were going to stop. ((""Starlink"" satellites??))"
12/29/2019 18:19,29/12/2019,18:19,Liverpool (UK/England),Liverpool ,#N/A,,"We saw about 15 lights in a straight line equal formation and moving in the same direction. ((""Starlink"" satellites??))"
12/14/2019 20:35,14/12/2019,20:35,Wigan,Wigan,Greater Manchester,,Cylindrical type object with coloured lights.
12/05/2019 05:45,5/12/2019,05:45,Arclid,Arclid,#N/A,,White circles to the right of a star. All in a straight line moving east one after another. Every now and then there would be odd ones
12/04/2019 06:20,4/12/2019,06:20,Llanasa (UK/Wales),Llanasa ,#N/A,,"Moving 30-40 lights in a linear movement in sincrenisation as being as stars. ((NUFORC Note: ""Starlink"" satellites?? PD))))"
12/03/2019 06:15,3/12/2019,06:15,Wirral (UK/England),Wirral ,#N/A,,Like a moving stars all 20 in a straight line no sound moving at speed of an areo plane. ((NUFORC Note: Starlink satellites? PD))
12/02/2019 17:45,2/12/2019,17:45,Norwich (UK/England),Norwich ,#N/A,,"Lost time, went missing"
11/30/2019 05:20,30/11/2019,05:20,Lytham St Annes (UK/England),Lytham St Annes ,#N/A,,"15 stars moving quickly and silently over St Annes on Sea. ((NUFORC Note: ""Starlink"" satellites. PD))"
11/30/2019 00:05,30/11/2019,00:05,Aylesbury (UK/England),Aylesbury ,#N/A,,"triangle shaped craft fly over, low down, smooth medium to fast, faster than a plane, lower than a plane, no sound, 3 almost lights rou"
11/29/2019 06:15,29/11/2019,06:15,Derby (UK/England),Derby ,#N/A,,white dots travelling in line
11/29/2019 06:13,29/11/2019,06:13,Preston (UK/England),Preston ,#N/A,,"Fast moving formation of bright lights. ((NUFORC Note: ""Starlink"" satellites? PD))"
11/28/2019 05:50,28/11/2019,05:50,Pontypridd (UK/Wales),Pontypridd ,#N/A,,White dots in formation just appearing out of the sky in a straight line about 15/20 moving slow and steady. Could hear a low humming n
11/27/2019 05:40,27/11/2019,05:40,Chichester (UK/England),Chichester ,#N/A,,"The stars moved in unison, without breaking formation. ((NUFORC Note: ""Starlink"" satellites? PD))"
11/27/2019 05:40,27/11/2019,05:40,Chichester (UK/England),Chichester ,#N/A,,"I saw what looked like a Star constellation moving at speed in the night sky. ((""Starlink"" satellites??))"
10/30/2019 21:05,30/10/2019,21:05,Castleford (UK/England),Castleford ,#N/A,,"Orange light flying low and fast silently over Airedale, Castleford UK. Approx 21:05 10/30/19"
10/24/2019 03:00,24/10/2019,03:00,Bishopsteignton,Bishopsteignton,#N/A,,2 light green and blue clashing together and a flashing white light before and after
09/16/2019 18:45,16/9/2019,18:45,Stoke-on-Trent,Stoke-on-Trent,Staffordshire,,Weird looking shape in the sky that disappeared suddenly
09/06/2019 23:30,6/9/2019,23:30,Stirling,Stirling,Stirlingshire,,A blue/white point of light which would appear intermittently and turn in seemingly random directions moving extremely fast
08/29/2019 18:41,29/8/2019,18:41,Brighton (UK/England),Brighton ,#N/A,,3 objects with white glow
08/08/2019 17:40,8/8/2019,17:40,Barnes,Barnes,#N/A,,Two orange orbs following each other moving in different directions ‘not straight lines’ the two orbs then merged together
08/03/2019 22:20,3/8/2019,22:20,London,London,Greater London,,2 aircraft that seemed to have split into multiple
07/05/2019 22:40,5/7/2019,22:40,Ipswich (UK/England),Ipswich ,#N/A,,"Ball of light that looked like it was swirling around when zooming in closer (maybe pulsing), it glided along night sky, ((anonymous))"
06/28/2019 13:20,28/6/2019,13:20,Alloa (UK/Scotland),Alloa ,#N/A,,Huge shiny rectangle flying over Scotland about the size of a footy pitch.
06/04/2019 16:20,4/6/2019,16:20,Potters Bar,Potters Bar,Hertfordshire,,Thin wobbing disk traveling south east to north west
05/31/2019 01:00,31/5/2019,01:00,Oxton,Oxton,#N/A,,Alien abduction testing
05/29/2019 05:00,29/5/2019,05:00,Liverpool,Liverpool,Merseyside,,A shiny black orb that moved quickly through the sky.
05/21/2019 01:00,21/5/2019,01:00,Par (UK/England),Par ,#N/A,,"triangular shaped object, with very bright white lights covering each wing"
05/15/2019 20:45,15/5/2019,20:45,Nottingham (UK/England),Nottingham ,#N/A,,"Red light, later pulsating. Grew larger in size and emitted red downward beam."
05/12/2019 05:45,12/5/2019,05:45,Tideswell,Tideswell,#N/A,,Trail of lights over UK. ((NUFORC Note: Starlink satellites? PD))
04/21/2019 06:04,21/4/2019,06:04,Falmouth (UK/England),Falmouth ,#N/A,,((NUFORC Note: No detailed information provided by source of report. We have requested a more-detailed report. PD))
04/20/2019 21:40,20/4/2019,21:40,"Smethwick, Birmingham Weymouth (UK/England)",Smethwick,#N/A,,"White rounds dots, first thought it was a shooting star, then 5 more round lights passed in the same dir. ((Starlink satellites))"
04/13/2019 04:13,13/4/2019,04:13,Alnwick (UK/England),Alnwick ,#N/A,,"Initially I thought I was witnessing a fast-moving shooting-star, until it did an abrupt 180 degree turn. It was moving at crazy speeds"
04/05/2019 05:21,5/4/2019,05:21,Plymouth (UK/England),Plymouth ,#N/A,,Cigar shape craft crashing.
03/31/2019 21:45,31/3/2019,21:45,Glastonbury (UK/England),Glastonbury ,#N/A,,Bright light it was NOT a aircraft and not sound.
03/26/2019 20:05,26/3/2019,20:05,"Great Glen, Leicester",Great Glen,#N/A,,UFO moving across Sky (video evidence)
03/21/2019 17:26,21/3/2019,17:26,Bridgwater,Bridgwater,Somerset,,small house sized craft with green lights
03/12/2019 06:20,12/3/2019,06:20,Keighley (UK/England),Keighley ,#N/A,,String of 38 white lights following each other in a perfect line at a measured distance apart. ((NUFORC Note: Satellites. PD))
02/25/2019 00:45,25/2/2019,00:45,Paisley,Paisley,Scotland,,Mysterious bright cylinder caught on cctv camera
02/12/2019 06:00,12/2/2019,06:00,Bristol (UK/England),Bristol ,#N/A,,"Thought they were satellites but one kept appearing after another, perfect straight. ((NUFORC Note: Starlink satellites? PD))"
02/02/2019 21:50,2/2/2019,21:50,Brompton (UK/England),Brompton ,#N/A,,Shape can not be seen but the lights six to eight lights in circle flashing colour changing some time lights through the middle then in
01/21/2019 06:00,21/1/2019,06:00,Lakenheath (UK/England),Lakenheath ,#N/A,,"5+ red lights chased by helicopter, then aircraft scrambled from local RAF/USAF base"
01/20/2019 18:42,20/1/2019,18:42,Alton (Hampshire)(UK/England),Alton ,#N/A,,somewhat large particularly bright light that became two lights appeared to be stationary/not moving.
01/20/2019 11:13,20/1/2019,11:13,Kirkcaldy (UK/Scotland),Kirkcaldy ,#N/A,,((NUFORC Note: No information provided by the source of the report. PD))
01/12/2019 06:00,12/1/2019,06:00,Lincoln (UK/England),Lincoln ,#N/A,,Looked like satellites moving across the sky but these were in formation. ((NUFORC Note: Spacelink satellites? PD))
01/12/2019 05:55,12/1/2019,05:55,Bristol (UK/England),Bristol ,#N/A,,"we witnesses over 50 of the britest lights in a perfect line. ((NUFORC Note: ""Starlink"" satellites? PD))"
01/12/2019 05:55,12/1/2019,05:55,Bristol (UK/England),Bristol ,#N/A,,5:55 today I was fishing with a mate on Bristol channel next to 7 bridge and we witnesses over 50 of the britest lights in a perfect li
01/10/2019 13:00,10/1/2019,13:00,Keswick,Keswick,Cumbria,,Glowing orb flying at angles
01/02/2019 19:45,2/1/2019,19:45,Doncaster (South Yorkshire)(UK/England),Doncaster ,#N/A,,Stationary bright round UAP that quickly increased in light intensity. Then quickly went dark. A few seconds later it lit up again for
12/29/2018 20:20,29/12/2018,20:20,M1 southbound near j8,M1 southbound near j8,#N/A,,Bright light appeared. We thought it was an aeroplane but because it was so bright and moved so fast we knew it couldn’t be.
12/24/2018 05:48,24/12/2018,05:48,Stirling (UK/Scotland),Stirling ,#N/A,,I was out early morning on Christmas Eve i walked down to the fence of the Lade and i had turned back as the gate stopped me from going
12/20/2018 17:30,20/12/2018,17:30,London (UK/England),London ,#N/A,,Static green light dropped vertically changer to red held static again and dropped vertically agagain
12/18/2018 19:40,18/12/2018,19:40,Oulton,Oulton,#N/A,,Saucer with different colors and flashing at high speed
12/13/2018 17:00,13/12/2018,17:00,Barnstaple (UK/England),Barnstaple ,#N/A,,Triangular shape in the sky with blue lights
12/12/2018 20:00,12/12/2018,20:00,Westlea,Westlea,West Yorkshire,,The light flashed in the sky and dissapeared twice when walking the area with my dog I believe something hit as a field has a strange
12/11/2018 06:00,11/12/2018,06:00,Ciliau Aeron,Ciliau Aeron,#N/A,,"A house-sized orb flying West then hovering, then East, sparks of molten metal."
11/26/2018 02:00,26/11/2018,02:00,Buckie (UK/Scotland),Buckie ,#N/A,,((HOAX??)) Chased my aliens. ((anonymous report))
11/10/2018 18:45,10/11/2018,18:45,Falkirk (UK/Scotland),Falkirk ,#N/A,,"100% genuine photo, Scotland, UK. ((anonymous report)) ((NUFORC Note: No photo provided by witness, whom we cannot contact. PD))"
